id,full_name,first_name,last_name,GROUP_VALUE,TEAM_ABBREVIATION,MIN,FG_PCT,FG3_PCT,FT_PCT,REB,AST,TOV,STL,BLK,PTS
204054,Zoran Dragic,Zoran,Dragic,2014-15,TOT,75.22333333333333,0.367,0.214,0.6,8,5,5,2,0,28
204054,Zoran Dragic,Zoran,Dragic,2014-15,MIA,61.79,0.409,0.333,0.5,5,4,5,2,0,22
204054,Zoran Dragic,Zoran,Dragic,2014-15,PHX,13.433333333333334,0.25,0.0,0.667,3,1,0,0,0,6
1068,Greg Dreiling,Greg,Dreiling,1996-97,DAL,386.9583333333333,0.459,1.0,0.407,76,11,9,8,7,80
1724,Bryce Drew,Bryce,Drew,2003-04,NOH,76.06333333333333,0.222,0.143,1.0,6,13,8,4,0,12
1724,Bryce Drew,Bryce,Drew,2002-03,NOH,79.83166666666666,0.296,0.429,0.0,13,11,3,2,0,19
1724,Bryce Drew,Bryce,Drew,2001-02,CHH,771.6733333333333,0.429,0.425,0.793,72,101,33,32,2,210
1724,Bryce Drew,Bryce,Drew,2000-01,CHI,1303.49,0.379,0.381,0.737,69,185,68,32,3,302
1724,Bryce Drew,Bryce,Drew,1999-00,HOU,1292.3,0.383,0.362,0.849,103,162,66,41,1,420
1724,Bryce Drew,Bryce,Drew,1998-99,HOU,440.39,0.364,0.327,1.0,32,52,31,12,4,118
203580,Larry Drew II,Larry,Drew II,2017-18,TOT,70.04166666666667,0.292,0.333,0.0,3,10,3,0,0,17
203580,Larry Drew II,Larry,Drew II,2017-18,NOP,55.458333333333336,0.353,0.5,0.0,2,8,2,0,0,15
203580,Larry Drew II,Larry,Drew II,2017-18,PHI,14.583333333333334,0.143,0.0,0.0,1,2,1,0,0,2
203580,Larry Drew II,Larry,Drew II,2014-15,PHI,219.10666666666663,0.345,0.154,0.667,15,45,25,6,0,46
17,Clyde Drexler,Clyde,Drexler,1997-98,HOU,2473.1783333333333,0.427,0.317,0.801,346,382,189,126,42,1287
17,Clyde Drexler,Clyde,Drexler,1996-97,HOU,2272.22,0.442,0.355,0.75,373,354,156,121,36,1114
1041,Nate Driggers,Nate,Driggers,1996-97,BOS,133.21166666666667,0.302,0.0,0.714,22,6,6,3,2,36
1542,Predrag Drobnjak,Predrag,Drobnjak,2004-05,ATL,1437.878333333333,0.438,0.352,0.8,238,49,78,42,24,597
1542,Predrag Drobnjak,Predrag,Drobnjak,2003-04,LAC,952.2133333333334,0.393,0.306,0.849,196,39,48,22,24,382
1542,Predrag Drobnjak,Predrag,Drobnjak,2002-03,SEA,1982.2,0.412,0.353,0.791,320,86,65,48,38,771
1542,Predrag Drobnjak,Predrag,Drobnjak,2001-02,SEA,1173.6533333333334,0.461,0.0,0.753,219,51,51,20,31,437
203083,Andre Drummond,Andre,Drummond,2020-21,TOT,1241.5883333333334,0.493,0.0,0.6,551,94,124,63,49,687
203083,Andre Drummond,Andre,Drummond,2020-21,LAL,519.785,0.531,0.0,0.605,214,30,43,23,20,250
203083,Andre Drummond,Andre,Drummond,2020-21,CLE,721.8033333333333,0.474,0.0,0.597,337,64,81,40,29,437
203083,Andre Drummond,Andre,Drummond,2019-20,TOT,1878.2016666666664,0.533,0.143,0.575,864,152,203,109,93,1010
203083,Andre Drummond,Andre,Drummond,2019-20,CLE,224.55166666666668,0.552,0.286,0.513,89,14,29,12,11,140
203083,Andre Drummond,Andre,Drummond,2019-20,DET,1653.65,0.53,0.048,0.584,775,138,174,97,82,870
203083,Andre Drummond,Andre,Drummond,2018-19,DET,2646.89,0.533,0.132,0.59,1232,112,175,136,138,1370
203083,Andre Drummond,Andre,Drummond,2017-18,DET,2624.8483333333334,0.529,0.0,0.605,1247,237,200,114,127,1171
203083,Andre Drummond,Andre,Drummond,2016-17,DET,2409.4216666666666,0.53,0.286,0.386,1115,90,152,124,89,1105
203083,Andre Drummond,Andre,Drummond,2015-16,DET,2665.4666666666667,0.521,0.333,0.355,1198,67,155,119,112,1314
203083,Andre Drummond,Andre,Drummond,2014-15,DET,2501.858333333333,0.514,0.0,0.389,1104,55,120,73,153,1130
203083,Andre Drummond,Andre,Drummond,2013-14,DET,2619.0783333333334,0.623,0.0,0.418,1071,35,110,101,131,1095
203083,Andre Drummond,Andre,Drummond,2012-13,DET,1242.69,0.608,0.5,0.371,457,30,57,59,95,476
404,Kevin Duckworth,Kevin,Duckworth,1996-97,LAC,383.45666666666665,0.437,0.75,0.688,60,16,33,9,11,104
201,Chris Dudley,Chris,Dudley,2002-03,POR,10.456666666666669,0.0,0.0,0.0,2,0,0,0,0,0
201,Chris Dudley,Chris,Dudley,2001-02,POR,326.93666666666667,0.4,0.0,0.533,80,13,14,3,14,48
201,Chris Dudley,Chris,Dudley,2000-01,PHX,610.99,0.397,0.0,0.389,183,18,26,14,29,72
201,Chris Dudley,Chris,Dudley,1999-00,NYK,462.0566666666667,0.343,0.0,0.333,136,5,18,7,21,55
201,Chris Dudley,Chris,Dudley,1998-99,NYK,685.56,0.44,0.0,0.475,193,7,24,13,38,115
201,Chris Dudley,Chris,Dudley,1997-98,NYK,856.3016666666666,0.406,0.0,0.446,275,21,44,13,51,157
201,Chris Dudley,Chris,Dudley,1996-97,POR,1840.835,0.43,0.0,0.474,593,41,80,39,95,317
201162,Jared Dudley,Jared,Dudley,2020-21,LAL,80.65,0.222,0.333,0.0,21,5,2,1,1,6
201162,Jared Dudley,Jared,Dudley,2019-20,LAL,363.56666666666666,0.4,0.429,1.0,52,28,8,15,3,68
201162,Jared Dudley,Jared,Dudley,2018-19,BKN,1219.6483333333333,0.423,0.351,0.696,155,83,43,36,16,287
201162,Jared Dudley,Jared,Dudley,2017-18,PHX,686.485,0.393,0.363,0.771,94,78,28,24,11,152
201162,Jared Dudley,Jared,Dudley,2016-17,PHX,1362.44,0.454,0.379,0.662,225,121,73,42,16,434
201162,Jared Dudley,Jared,Dudley,2015-16,WAS,2097.6716666666666,0.478,0.42,0.735,286,171,80,75,18,638
201162,Jared Dudley,Jared,Dudley,2014-15,MIL,1716.753333333333,0.468,0.385,0.716,220,130,62,72,11,518
201162,Jared Dudley,Jared,Dudley,2013-14,LAC,1728.9716666666666,0.438,0.36,0.655,160,104,56,41,10,511
201162,Jared Dudley,Jared,Dudley,2012-13,PHX,2169.9733333333334,0.468,0.391,0.796,245,203,101,75,8,861
201162,Jared Dudley,Jared,Dudley,2011-12,PHX,2019.8666666666663,0.485,0.383,0.726,301,112,72,49,19,823
201162,Jared Dudley,Jared,Dudley,2010-11,PHX,2139.595,0.477,0.415,0.743,318,108,77,87,20,867
201162,Jared Dudley,Jared,Dudley,2009-10,PHX,1990.861666666667,0.459,0.458,0.754,281,115,68,81,16,674
201162,Jared Dudley,Jared,Dudley,2008-09,TOT,1155.7416666666666,0.477,0.392,0.676,205,56,43,57,8,372
201162,Jared Dudley,Jared,Dudley,2008-09,PHX,728.4666666666667,0.481,0.394,0.691,146,37,33,39,6,264
201162,Jared Dudley,Jared,Dudley,2008-09,CHA,427.275,0.469,0.375,0.625,59,19,10,18,2,108
201162,Jared Dudley,Jared,Dudley,2007-08,CHA,1383.8166666666666,0.468,0.22,0.737,286,81,50,55,10,422
2768,Chris Duhon,Chris,Duhon,2012-13,LAL,820.0416666666666,0.382,0.363,0.462,68,133,40,20,1,133
2768,Chris Duhon,Chris,Duhon,2011-12,ORL,1226.0016666666668,0.419,0.42,0.81,102,151,81,35,9,237
2768,Chris Duhon,Chris,Duhon,2010-11,ORL,774.0233333333333,0.38,0.25,0.56,52,118,61,16,2,125
2768,Chris Duhon,Chris,Duhon,2009-10,NYK,2071.825,0.373,0.349,0.716,178,378,110,59,3,494
2768,Chris Duhon,Chris,Duhon,2008-09,NYK,2906.295,0.421,0.391,0.856,246,566,221,72,7,880
2768,Chris Duhon,Chris,Duhon,2007-08,CHI,1489.861666666667,0.387,0.348,0.813,116,263,71,48,2,385
2768,Chris Duhon,Chris,Duhon,2006-07,CHI,1905.66,0.408,0.359,0.752,169,310,105,69,6,558
2768,Chris Duhon,Chris,Duhon,2005-06,CHI,2154.4816666666666,0.4,0.36,0.818,220,373,117,70,3,647
2768,Chris Duhon,Chris,Duhon,2004-05,CHI,2171.7633333333333,0.352,0.355,0.731,213,398,119,82,3,487
1626251,Duje Dukan,Duje,Dukan,2015-16,SAC,24.23333333333333,0.2,0.4,0.0,4,1,0,1,0,6
247,Joe Dumars,Joe,Dumars,1998-99,DET,1119.7866666666666,0.411,0.403,0.836,68,134,53,23,2,428
247,Joe Dumars,Joe,Dumars,1997-98,DET,2325.5466666666666,0.416,0.371,0.825,104,253,84,44,2,943
247,Joe Dumars,Joe,Dumars,1996-97,DET,2925.0716666666667,0.44,0.432,0.864,191,318,128,57,1,1159
434,Tony Dumas,Tony,Dumas,1997-98,CLE,45.695,0.5,0.5,0.0,5,5,5,0,0,14
434,Tony Dumas,Tony,Dumas,1996-97,TOT,279.17,0.344,0.143,0.64,16,25,16,10,2,86
434,Tony Dumas,Tony,Dumas,1996-97,PHX,51.32833333333333,0.316,0.25,0.5,2,3,1,0,1,14
434,Tony Dumas,Tony,Dumas,1996-97,DAL,227.84166666666667,0.351,0.125,0.652,14,22,15,10,1,72
1495,Tim Duncan,Tim,Duncan,2015-16,SAS,1536.4266666666667,0.488,0.0,0.702,447,163,90,47,78,522
1495,Tim Duncan,Tim,Duncan,2014-15,SAS,2226.8016666666667,0.512,0.286,0.74,704,230,131,63,151,1070
1495,Tim Duncan,Tim,Duncan,2013-14,SAS,2158.1583333333333,0.49,0.0,0.731,721,220,159,43,139,1119
1495,Tim Duncan,Tim,Duncan,2012-13,SAS,2078.0316666666668,0.502,0.286,0.817,686,184,147,50,183,1227
1495,Tim Duncan,Tim,Duncan,2011-12,SAS,1634.0483333333334,0.492,0.0,0.695,520,132,97,38,88,895
1495,Tim Duncan,Tim,Duncan,2010-11,SAS,2156.218333333333,0.5,0.0,0.716,678,203,122,50,146,1022
1495,Tim Duncan,Tim,Duncan,2009-10,SAS,2438.1866666666665,0.518,0.182,0.725,788,246,140,45,117,1395
1495,Tim Duncan,Tim,Duncan,2008-09,SAS,2524.018333333333,0.504,0.0,0.692,800,264,165,38,126,1450
1495,Tim Duncan,Tim,Duncan,2007-08,SAS,2650.786666666667,0.497,0.0,0.73,881,218,178,56,152,1508
1495,Tim Duncan,Tim,Duncan,2006-07,SAS,2725.9333333333334,0.546,0.111,0.637,846,273,224,66,190,1599
1495,Tim Duncan,Tim,Duncan,2005-06,SAS,2783.758333333333,0.484,0.4,0.629,881,253,198,70,162,1485
1495,Tim Duncan,Tim,Duncan,2004-05,SAS,2205.3783333333336,0.496,0.333,0.67,732,179,127,45,174,1342
1495,Tim Duncan,Tim,Duncan,2003-04,SAS,2524.8766666666666,0.501,0.167,0.599,859,213,183,62,185,1538
1495,Tim Duncan,Tim,Duncan,2002-03,SAS,3182.445,0.513,0.273,0.71,1043,316,248,55,237,1884
1495,Tim Duncan,Tim,Duncan,2001-02,SAS,3331.66,0.508,0.1,0.799,1042,307,263,61,203,2089
1495,Tim Duncan,Tim,Duncan,2000-01,SAS,3173.9533333333334,0.499,0.259,0.618,997,245,242,70,192,1820
1495,Tim Duncan,Tim,Duncan,1999-00,SAS,2878.556666666667,0.49,0.091,0.761,918,234,242,66,165,1716
1495,Tim Duncan,Tim,Duncan,1998-99,SAS,1963.2883333333332,0.495,0.143,0.69,571,121,146,45,126,1084
1495,Tim Duncan,Tim,Duncan,1997-98,SAS,3205.391666666667,0.549,0.0,0.662,977,224,279,55,206,1731
2399,Mike Dunleavy,Mike,Dunleavy,2016-17,TOT,840.9383333333334,0.423,0.396,0.8,115,50,28,15,7,275
2399,Mike Dunleavy,Mike,Dunleavy,2016-17,ATL,474.5683333333333,0.438,0.429,0.846,68,30,14,9,5,169
2399,Mike Dunleavy,Mike,Dunleavy,2016-17,CLE,366.37,0.4,0.351,0.737,47,20,14,6,2,106
2399,Mike Dunleavy,Mike,Dunleavy,2015-16,CHI,702.6366666666667,0.41,0.394,0.784,83,39,26,14,10,222
2399,Mike Dunleavy,Mike,Dunleavy,2014-15,CHI,1837.7966666666664,0.435,0.407,0.805,248,114,60,39,21,595
2399,Mike Dunleavy,Mike,Dunleavy,2013-14,CHI,2583.715,0.43,0.38,0.854,345,186,108,64,46,929
2399,Mike Dunleavy,Mike,Dunleavy,2012-13,MIL,1942.55,0.442,0.428,0.82,291,145,90,39,35,785
2399,Mike Dunleavy,Mike,Dunleavy,2011-12,MIL,1444.7116666666666,0.474,0.399,0.811,204,117,58,28,8,677
2399,Mike Dunleavy,Mike,Dunleavy,2010-11,IND,1682.7133333333334,0.462,0.402,0.8,276,105,69,40,30,682
2399,Mike Dunleavy,Mike,Dunleavy,2009-10,IND,1485.9416666666666,0.41,0.318,0.842,236,103,72,38,15,666
2399,Mike Dunleavy,Mike,Dunleavy,2008-09,IND,494.8433333333333,0.401,0.356,0.815,68,44,38,12,9,271
2399,Mike Dunleavy,Mike,Dunleavy,2007-08,IND,2953.2166666666667,0.476,0.424,0.834,424,288,190,86,31,1565
2399,Mike Dunleavy,Mike,Dunleavy,2006-07,TOT,2580.63,0.452,0.313,0.784,431,228,149,84,22,1049
2399,Mike Dunleavy,Mike,Dunleavy,2006-07,IND,1529.4283333333333,0.454,0.283,0.792,244,111,78,46,10,603
2399,Mike Dunleavy,Mike,Dunleavy,2006-07,GSW,1051.2016666666666,0.449,0.346,0.772,187,117,71,38,12,446
2399,Mike Dunleavy,Mike,Dunleavy,2005-06,GSW,2577.53,0.406,0.285,0.778,399,237,120,60,32,932
2399,Mike Dunleavy,Mike,Dunleavy,2004-05,GSW,2569.4083333333333,0.451,0.388,0.779,435,203,132,79,26,1057
2399,Mike Dunleavy,Mike,Dunleavy,2003-04,GSW,2340.8483333333334,0.449,0.37,0.741,442,220,143,68,13,877
2399,Mike Dunleavy,Mike,Dunleavy,2002-03,GSW,1306.145,0.403,0.347,0.78,214,106,86,53,19,466
1627739,Kris Dunn,Kris,Dunn,2020-21,ATL,45.41,0.083,0.0,0.75,6,2,3,2,2,5
1627739,Kris Dunn,Kris,Dunn,2019-20,CHI,1268.62,0.444,0.259,0.741,186,173,68,101,17,373
1627739,Kris Dunn,Kris,Dunn,2018-19,CHI,1389.3533333333332,0.425,0.354,0.797,187,277,104,68,21,519
1627739,Kris Dunn,Kris,Dunn,2017-18,CHI,1524.8333333333333,0.429,0.321,0.737,221,310,150,104,27,699
1627739,Kris Dunn,Kris,Dunn,2016-17,MIN,1333.0,0.377,0.288,0.61,166,188,89,78,36,293
2648,Ronald Dupree,Ronald,Dupree,2010-11,TOR,12.751666666666669,0.25,0.0,0.0,3,1,0,0,0,2
2648,Ronald Dupree,Ronald,Dupree,2007-08,TOT,20.801666666666662,0.333,0.0,1.0,8,1,0,1,0,4
2648,Ronald Dupree,Ronald,Dupree,2007-08,SEA,17.518333333333334,0.333,0.0,1.0,8,1,0,1,0,4
2648,Ronald Dupree,Ronald,Dupree,2007-08,DET,3.283333333333333,0.0,0.0,0.0,0,0,0,0,0,0
2648,Ronald Dupree,Ronald,Dupree,2006-07,DET,94.32333333333334,0.355,0.0,0.333,17,5,3,5,1,25
2648,Ronald Dupree,Ronald,Dupree,2005-06,MIN,265.32166666666666,0.524,0.0,0.341,49,14,14,12,0,80
2648,Ronald Dupree,Ronald,Dupree,2004-05,DET,466.315,0.48,0.5,0.617,95,24,22,7,10,152
2648,Ronald Dupree,Ronald,Dupree,2003-04,CHI,901.7766666666666,0.394,0.444,0.629,167,55,51,32,18,292
201142,Kevin Durant,Kevin,Durant,2020-21,BKN,1156.7716666666668,0.537,0.45,0.882,247,195,120,25,45,943
201142,Kevin Durant,Kevin,Durant,2018-19,GSW,2701.5316666666668,0.521,0.353,0.885,497,457,225,58,84,2027
201142,Kevin Durant,Kevin,Durant,2017-18,GSW,2325.095,0.516,0.419,0.889,464,366,207,50,119,1792
201142,Kevin Durant,Kevin,Durant,2016-17,GSW,2070.36,0.537,0.375,0.875,513,300,138,66,99,1555
201142,Kevin Durant,Kevin,Durant,2015-16,OKC,2577.62,0.505,0.387,0.898,589,361,250,69,85,2029
201142,Kevin Durant,Kevin,Durant,2014-15,OKC,912.615,0.51,0.403,0.854,178,110,74,24,25,686
201142,Kevin Durant,Kevin,Durant,2013-14,OKC,3121.7066666666665,0.503,0.391,0.873,598,445,285,103,59,2593
201142,Kevin Durant,Kevin,Durant,2012-13,OKC,3118.8166666666666,0.51,0.416,0.905,640,374,280,116,105,2280
201142,Kevin Durant,Kevin,Durant,2011-12,OKC,2546.3083333333334,0.496,0.387,0.86,527,231,248,88,77,1850
201142,Kevin Durant,Kevin,Durant,2010-11,OKC,3037.6216666666664,0.462,0.35,0.88,533,214,218,88,76,2161
201142,Kevin Durant,Kevin,Durant,2009-10,OKC,3239.325,0.476,0.365,0.9,623,231,271,112,84,2472
201142,Kevin Durant,Kevin,Durant,2008-09,OKC,2884.891666666667,0.476,0.422,0.863,482,205,225,96,53,1871
201142,Kevin Durant,Kevin,Durant,2007-08,SEA,2767.968333333333,0.43,0.288,0.873,348,192,232,78,75,1624
1628979,Trevon Duval,Trevon,Duval,2018-19,MIL,5.6033333333333335,0.667,1.0,0.0,1,2,0,0,0,5
202406,Jerome Dyson,Jerome,Dyson,2011-12,NOH,180.1833333333333,0.396,0.125,0.778,19,18,20,11,2,67
289,Ledell Eackles,Ledell,Eackles,1997-98,WAS,546.8483333333334,0.429,0.348,0.881,75,16,29,17,0,218
768,Acie Earl,Acie,Earl,1996-97,TOT,500.14166666666665,0.374,0.0,0.643,96,20,35,15,28,188
768,Acie Earl,Acie,Earl,1996-97,MIL,43.016666666666666,0.348,0.0,0.714,11,2,2,3,1,26
768,Acie Earl,Acie,Earl,1996-97,TOR,457.125,0.378,0.0,0.629,85,18,33,12,27,162
203921,Cleanthony Early,Cleanthony,Early,2015-16,NYK,153.82333333333332,0.3,0.267,0.75,26,6,9,2,3,31
203921,Cleanthony Early,Cleanthony,Early,2014-15,NYK,647.045,0.355,0.262,0.75,97,36,40,24,12,210
202365,Devin Ebanks,Devin,Ebanks,2012-13,LAL,196.59,0.329,0.273,0.786,41,10,11,3,1,65
202365,Devin Ebanks,Devin,Ebanks,2011-12,LAL,395.8433333333333,0.416,0.0,0.657,54,12,18,11,6,97
202365,Devin Ebanks,Devin,Ebanks,2010-11,LAL,117.61,0.412,0.4,0.783,27,2,6,4,5,62
2569,Ndudi Ebi,Ndudi,Ebi,2004-05,MIN,53.9,0.524,0.0,0.556,16,1,3,1,1,27
2569,Ndudi Ebi,Ndudi,Ebi,2003-04,MIN,31.525,0.429,0.0,0.25,3,3,3,0,4,13
204067,Jarell Eddie,Jarell,Eddie,2017-18,TOT,8.616666666666667,0.0,0.0,0.0,1,0,0,1,0,0
204067,Jarell Eddie,Jarell,Eddie,2017-18,CHI,2.9833333333333334,0.0,0.0,0.0,0,0,0,0,0,0
204067,Jarell Eddie,Jarell,Eddie,2017-18,BOS,5.633333333333334,0.0,0.0,0.0,1,0,0,1,0,0
204067,Jarell Eddie,Jarell,Eddie,2016-17,PHX,62.34166666666667,0.316,0.25,0.889,7,0,1,1,0,24
204067,Jarell Eddie,Jarell,Eddie,2015-16,WAS,146.76666666666668,0.308,0.319,1.0,23,5,1,5,1,63
721,Tyus Edney,Tyus,Edney,2000-01,IND,260.77166666666665,0.385,0.167,0.897,24,54,25,17,0,106
721,Tyus Edney,Tyus,Edney,1997-98,BOS,623.185,0.431,0.3,0.793,55,139,66,51,1,277
721,Tyus Edney,Tyus,Edney,1996-97,SAC,1372.805,0.384,0.19,0.823,113,226,112,60,2,485
898,Blue Edwards,Blue,Edwards,1998-99,MIA,285.345,0.444,0.4,0.692,33,30,21,17,5,77
898,Blue Edwards,Blue,Edwards,1997-98,VAN,1969.8433333333328,0.439,0.333,0.837,217,201,134,86,27,872
898,Blue Edwards,Blue,Edwards,1996-97,VAN,1434.6233333333332,0.397,0.281,0.817,189,114,81,38,20,478
1629035,Carsen Edwards,Carsen,Edwards,2020-21,BOS,275.5833333333333,0.423,0.286,0.846,26,14,7,7,1,123
1629035,Carsen Edwards,Carsen,Edwards,2019-20,BOS,350.53833333333336,0.328,0.316,0.684,47,24,15,12,4,121
2451,Corsley Edwards,Corsley,Edwards,2004-05,NOH,110.03333333333332,0.323,0.0,0.583,25,3,2,3,4,27
2823,John Edwards,John,Edwards,2005-06,ATL,295.99333333333334,0.484,0.0,0.727,48,5,12,3,15,70
2823,John Edwards,John,Edwards,2004-05,IND,133.39,0.367,0.0,0.5,19,3,8,3,4,29
236,Kevin Edwards,Kevin,Edwards,2000-01,VAN,632.88,0.329,0.263,0.811,82,52,37,29,8,160
236,Kevin Edwards,Kevin,Edwards,1997-98,TOT,482.06,0.345,0.4,0.857,54,39,30,26,1,150
236,Kevin Edwards,Kevin,Edwards,1997-98,ORL,134.25,0.339,0.5,0.85,20,13,10,5,1,59
236,Kevin Edwards,Kevin,Edwards,1997-98,NJN,347.81,0.349,0.364,0.867,34,26,20,21,0,91
236,Kevin Edwards,Kevin,Edwards,1996-97,NJN,475.45,0.377,0.349,0.86,43,57,49,17,4,190
202197,Shane Edwards,Shane,Edwards,2013-14,CLE,11.766666666666667,0.333,0.0,0.0,2,0,1,0,0,2
1629053,Vincent Edwards,Vincent,Edwards,2018-19,HOU,15.716666666666669,0.25,0.25,0.0,2,0,0,0,0,3
378,Craig Ehlo,Craig,Ehlo,1996-97,SEA,850.74,0.351,0.284,0.5,110,68,45,36,4,214
458,Howard Eisley,Howard,Eisley,2005-06,TOT,394.365,0.33,0.31,0.833,33,69,21,11,2,101
458,Howard Eisley,Howard,Eisley,2005-06,DEN,282.12,0.349,0.316,0.833,19,44,18,8,2,92
458,Howard Eisley,Howard,Eisley,2005-06,LAC,112.245,0.235,0.25,0.0,14,25,3,3,0,9
458,Howard Eisley,Howard,Eisley,2004-05,UTA,1429.01,0.398,0.262,0.795,90,250,111,45,9,415
458,Howard Eisley,Howard,Eisley,2003-04,TOT,1459.4183333333333,0.368,0.319,0.854,129,273,98,56,5,460
458,Howard Eisley,Howard,Eisley,2003-04,PHX,726.5733333333334,0.345,0.308,0.83,63,117,48,26,2,240
458,Howard Eisley,Howard,Eisley,2003-04,NYK,732.845,0.396,0.329,0.889,66,156,50,30,3,220
458,Howard Eisley,Howard,Eisley,2002-03,NYK,2244.7366666666667,0.417,0.389,0.848,186,444,149,71,9,744
458,Howard Eisley,Howard,Eisley,2001-02,NYK,610.205,0.337,0.241,0.796,49,100,53,24,3,171
458,Howard Eisley,Howard,Eisley,2000-01,DAL,2429.29,0.393,0.398,0.825,197,295,102,99,12,741
458,Howard Eisley,Howard,Eisley,1999-00,UTA,2094.998333333333,0.418,0.368,0.825,170,347,132,59,9,709
458,Howard Eisley,Howard,Eisley,1998-99,UTA,1038.455,0.446,0.42,0.838,94,185,109,30,2,368
458,Howard Eisley,Howard,Eisley,1997-98,UTA,1719.325,0.441,0.407,0.852,166,346,160,54,13,633
458,Howard Eisley,Howard,Eisley,1996-97,UTA,1080.845,0.451,0.278,0.787,84,198,110,44,10,368
1918,Obinna Ekezie,Obinna,Ekezie,2004-05,ATL,729.5533333333333,0.434,0.0,0.774,179,11,45,22,12,230
1918,Obinna Ekezie,Obinna,Ekezie,2001-02,LAC,147.01166666666666,0.333,0.0,0.7,34,3,10,2,6,54
1918,Obinna Ekezie,Obinna,Ekezie,2000-01,TOT,281.5966666666667,0.395,0.0,0.698,78,9,14,5,5,101
1918,Obinna Ekezie,Obinna,Ekezie,2000-01,DAL,7.575,0.0,0.0,0.0,2,0,0,0,0,0
1918,Obinna Ekezie,Obinna,Ekezie,2000-01,WAS,274.02166666666665,0.416,0.0,0.698,76,9,14,5,5,101
1918,Obinna Ekezie,Obinna,Ekezie,1999-00,VAN,352.985,0.466,0.0,0.672,92,8,26,9,4,125
2064,Khalid El-Amin,Khalid,El-Amin,2000-01,CHI,935.335,0.37,0.333,0.778,81,145,54,48,2,314
53,Mario Elie,Mario,Elie,2000-01,PHX,1507.993333333333,0.423,0.36,0.797,155,131,60,58,12,299
53,Mario Elie,Mario,Elie,1999-00,SAS,2221.023333333333,0.427,0.398,0.846,249,193,130,73,9,590
53,Mario Elie,Mario,Elie,1998-99,SAS,1291.8033333333333,0.471,0.374,0.866,137,89,61,46,12,455
53,Mario Elie,Mario,Elie,1997-98,HOU,1984.9833333333331,0.452,0.291,0.833,156,221,100,81,8,612
53,Mario Elie,Mario,Elie,1996-97,HOU,2688.225,0.497,0.42,0.896,235,310,135,92,12,909
1627740,Henry Ellenson,Henry,Ellenson,2020-21,TOR,38.36666666666667,0.357,0.222,0.75,12,5,0,0,0,15
1627740,Henry Ellenson,Henry,Ellenson,2019-20,BKN,15.116666666666667,0.143,0.0,0.0,6,1,0,0,0,2
1627740,Henry Ellenson,Henry,Ellenson,2018-19,TOT,259.1066666666667,0.411,0.447,0.76,66,16,9,7,2,114
1627740,Henry Ellenson,Henry,Ellenson,2018-19,NYK,234.29,0.412,0.441,0.739,57,15,9,7,2,102
1627740,Henry Ellenson,Henry,Ellenson,2018-19,DET,24.816666666666663,0.4,0.5,1.0,9,1,0,0,0,12
1627740,Henry Ellenson,Henry,Ellenson,2017-18,DET,328.92333333333335,0.363,0.333,0.862,81,20,18,5,0,151
1627740,Henry Ellenson,Henry,Ellenson,2016-17,DET,146.24333333333334,0.359,0.286,0.5,41,7,14,1,1,60
201961,Wayne Ellington,Wayne,Ellington,2020-21,DET,1011.8566666666668,0.441,0.422,0.8,85,67,33,18,9,442
201961,Wayne Ellington,Wayne,Ellington,2019-20,NYK,558.385,0.351,0.35,0.846,65,44,18,13,4,183
201961,Wayne Ellington,Wayne,Ellington,2018-19,TOT,1296.8483333333334,0.403,0.371,0.796,107,72,40,54,6,545
201961,Wayne Ellington,Wayne,Ellington,2018-19,DET,764.2433333333333,0.421,0.373,0.758,60,43,26,30,3,336
201961,Wayne Ellington,Wayne,Ellington,2018-19,MIA,532.605,0.375,0.368,0.875,47,29,14,24,3,209
201961,Wayne Ellington,Wayne,Ellington,2017-18,MIA,2041.2033333333331,0.407,0.392,0.859,218,79,52,53,8,864
201961,Wayne Ellington,Wayne,Ellington,2016-17,MIA,1499.7166666666667,0.416,0.378,0.86,132,70,30,35,4,648
201961,Wayne Ellington,Wayne,Ellington,2015-16,BKN,1614.9766666666667,0.389,0.358,0.857,174,83,45,48,5,586
201961,Wayne Ellington,Wayne,Ellington,2014-15,LAL,1674.638333333333,0.412,0.37,0.813,210,105,50,33,2,650
201961,Wayne Ellington,Wayne,Ellington,2013-14,DAL,392.95,0.437,0.424,0.909,43,19,11,16,2,145
201961,Wayne Ellington,Wayne,Ellington,2012-13,TOT,1660.835,0.427,0.392,0.907,166,104,57,45,3,614
201961,Wayne Ellington,Wayne,Ellington,2012-13,CLE,984.84,0.439,0.371,0.898,114,62,33,29,2,396
201961,Wayne Ellington,Wayne,Ellington,2012-13,MEM,675.995,0.407,0.423,0.938,52,42,24,16,1,218
201961,Wayne Ellington,Wayne,Ellington,2011-12,MIN,973.31,0.404,0.324,0.8,99,33,26,26,10,311
201961,Wayne Ellington,Wayne,Ellington,2010-11,MIN,1181.245,0.403,0.397,0.792,108,72,53,28,3,410
201961,Wayne Ellington,Wayne,Ellington,2009-10,MIN,1384.2416666666666,0.424,0.395,0.871,159,74,74,20,5,505
251,Sean Elliott,Sean,Elliott,2000-01,SAS,1229.746666666667,0.434,0.426,0.714,170,81,51,23,25,409
251,Sean Elliott,Sean,Elliott,1999-00,SAS,392.5516666666667,0.358,0.351,0.781,47,28,19,12,2,114
251,Sean Elliott,Sean,Elliott,1998-99,SAS,1511.295,0.41,0.328,0.757,213,117,71,26,17,561
